Hydro (% electricity),Electricity from hydro (TWh)_x,Electricity from hydro (TWh)_y,Renewables (% electricity),Solar (% electricity),Electricity from solar (TWh)_y,Wind (% electricity),Electricity from solar (TWh)_x,Electricity from wind (TWh)_x,Other renewables including bioenergy (TWh),Electricity from wind (TWh)_y,Year,Entity
14.246242,12.89,12.89,14.655171,0,0,0.40893012,0,0.37,0,0.37,2003,Egypt
13.013201,12.52,12.52,13.553685,0,0,0.54048437,0,0.52,0,0.52,2004,Egypt
12.136487,12.52,12.52,12.669639,0,0,0.53315234,0,0.55,0,0.55,2005,Egypt
11.689498,12.8,12.8,12.255708,0,0,0.56621003,0,0.62,0,0.62,2006,Egypt
12.923051,15.35,15.35,13.621822,0,0,0.6987708,0,0.83,0,0.83,2007,Egypt
11.690401,14.53,14.53,12.42256,0,0,0.73215866,0,0.91,0,0.91,2008,Egypt
9.66811,12.73,12.73,10.526316,0,0,0.85820615,0,1.13,0,1.13,2009,Egypt
8.06039,12.92,12.92,9.127208,0.13101254,0.21,0.9358039,0.21,1.5,0,1.5,2010,Egypt
8.15508,12.81,12.81,9.262795,0.14005601,0.22,0.9676598,0.22,1.52,0,1.52,2011,Egypt
7.9019403,12.99,12.99,8.729241,0.14599428,0.24,0.68130666,0.24,1.12,0,1.12,2012,Egypt
7.8582892,13.22,13.22,8.71426,0.065386675,0.11,0.7905843,0.11,1.33,0,1.33,2013,Egypt
7.8042107,13.68,13.68,8.762622,0.13691597,0.24,0.82149583,0.24,1.44,0,1.44,2014,Egypt
7.1972947,13.41,13.41,8.39416,0.091240875,0.17,1.1056247,0.17,2.06,0,2.06,2015,Egypt
6.7099223,12.72,12.72,8.176399,0.30595556,0.58,1.1605211,0.58,2.2,0,2.2,2016,Egypt
6.4011383,12.6,12.6,7.8896565,0.30481613,0.6,1.1837025,0.6,2.33,0,2.33,2017,Egypt
6.397155,12.77,12.77,8.671476,0.7614468,1.52,1.5128745,1.52,3.02,0,3.02,2018,Egypt
6.2124248,12.09,12.09,10.662351,2.2763474,4.43,2.173578,4.43,4.23,0,4.23,2019,Egypt
6.3870254,12.09,12.09,11.004279,2.382588,4.51,2.2346663,4.51,4.23,0,4.23,2020,Egypt
6.9221263,14,14,11.386897,2.3733006,4.8,2.091471,4.8,4.23,0,4.23,2021,Egypt
6.7614975,14.07,14.07,11.221107,2.4268348,5.05,2.0327742,5.05,4.23,0,4.23,2022,Egypt
3.1671555,3.78,3.78,3.2006702,0,0,0.033514872,0,0.04,0,0.04,2000,Iran
3.2290933,4.12,4.12,3.2526062,0,0,0.023512816,0,0.03,0,0.03,2001,Iran
5.79469,8.01,8.01,5.8163934,0,0,0.02170296,0,0.03,0,0.03,2002,Iran
6.323772,9.59,9.59,6.3435545,0,0,0.019782394,0,0.03,0,0.03,2003,Iran
7.329811,11.93,11.93,7.360531,0,0,0.03072008,0,0.05,0,0.05,2004,Iran
8.160614,14.45,14.45,8.200147,0,0,0.039532386,0,0.07,0,0.07,2005,Iran
9.569354,18.51,18.51,9.636561,0,0,0.067207776,0,0.13,0,0.13,2006,Iran
8.842063,17.96,17.96,8.910989,0,0,0.06892478,0,0.14,0,0.14,2007,Iran
3.5346096,7.44,7.44,3.629626,0,0,0.09501639,0,0.2,0,0.2,2008,Iran
3.02962,6.72,6.72,3.1333122,0,0,0.10369235,0,0.23,0.0017,0.23,2009,Iran
4.3491178,10.25,10.25,4.4254923,0,0,0.07213171,0,0.17,0.0102,0.17,2010,Iran
4.5332994,10.68,10.68,4.6309266,0,0,0.08913791,0,0.21,0.022,0.21,2011,Iran
5.0251255,12.5,12.5,5.1457286,0,0,0.11256281,0,0.28,0.0226,0.28,2012,Iran
5.647841,14.62,14.62,5.7405553,0,0,0.08498803,0,0.22,0.0193,0.22,2013,Iran
5.2606754,14.5,14.5,5.3513765,0,0,0.07256104,0,0.2,0.0466,0.2,2014,Iran
4.7280903,13.25,13.25,4.7851844,0,0,0.049957182,0,0.14,0.0163,0.14,2015,Iran
5.3891587,15.42,15.42,5.4520674,0,0,0.055918638,0,0.16,0.0218,0.16,2016,Iran
5.6460333,17.23,17.23,5.786938,0.029491758,0.09,0.10485958,0.09,0.32,0.02444,0.32,2017,Iran
3.1503122,9.84,9.84,3.4672642,0.07043381,0.22,0.24011526,0.22,0.75,0.02444,0.75,2018,Iran
10.621217,33.87,33.87,11.010066,0.15992975,0.51,0.22578317,0.51,0.72,0.010686,0.72,2019,Iran
6.8797817,23.2,23.2,7.407627,0.18978707,0.64,0.3350928,0.64,1.13,0.022341,1.13,2020,Iran
4.158283,14.88,14.88,4.664096,0.18723452,0.67,0.3157836,0.67,1.13,0.02227996,1.13,2021,Iran
4.476686,16.6,16.6,4.964807,0.18068552,0.67,0.30473828,0.67,1.13,0.02227996,1.13,2022,Iran
2.0319786,0.61,0.61,2.0319786,0,0,0,0,0,0,0,2000,Iraq
2.0098846,0.61,0.61,2.0098846,0,0,0,0,0,0,0,2001,Iraq
1.6012559,0.51,0.51,1.6012559,0,0,0,0,0,0,0,2002,Iraq
1.6129032,0.43,0.43,1.6129032,0,0,0,0,0,0,0,2003,Iraq
1.6129032,0.49,0.49,1.6129032,0,0,0,0,0,0,0,2004,Iraq
20.567867,5.94,5.94,20.567867,0,0,0,0,0,0,0,2005,Iraq
18.810339,6.04,6.04,18.810339,0,0,0,0,0,0,0,2006,Iraq
18.01459,5.68,5.68,18.01459,0,0,0,0,0,0,0,2007,Iraq
9.913794,3.45,3.45,9.913794,0,0,0,0,0,0,0,2008,Iraq
7.415156,3.19,3.19,7.415156,0,0,0,0,0,0,0,2009,Iraq
10.214239,4.72,4.72,10.214239,0,0,0,0,0,0,0,2010,Iraq
6.608969,3.36,3.36,6.608969,0,0,0,0,0,0,0,2011,Iraq
10.0046,4.35,4.35,10.0046,0,0,0,0,0,0,0,2012,Iraq
8.531063,4.71,4.71,8.621627,0.090563305,0.05,0,0.05,0,0,0,2013,Iraq
4.538341,2.9,2.9,4.632238,0.09389671,0.06,0,0.06,0,0,0,2014,Iraq
3.891892,2.52,2.52,3.984556,0.09266409,0.06,0,0.06,0,0,0,2015,Iraq
4.426186,3.34,3.34,4.505698,0.07951233,0.06,0,0.06,0,0,0,2016,Iraq
2.613029,2.15,2.15,2.6859505,0.07292173,0.06,0,0.06,0,0,0,2017,Iraq
2.1658044,1.8,1.8,2.6230297,0.45722535,0.38,0,0.38,0,0,0,2018,Iraq
5.5611615,4.96,4.96,5.987218,0.4260567,0.38,0,0.38,0,0,0,2019,Iraq
5.3623977,4.92,4.92,5.776567,0.41416892,0.38,0,0.38,0,0,0,2020,Iraq
5.038042,4.9,4.9,5.4287477,0.39070532,0.38,0,0.38,0,0,0,2021,Iraq
2.8088582,3.2930098,3.2930098,3.169025,0.36016667,0.42224714,0,0.42224714,0,0,0,2022,Iraq
0.57636887,0.04,0.04,0.7204611,0,0,0,0,0,0.01,0,2000,Jordan
0.5641749,0.04,0.04,0.7052186,0,0,0,0,0,0.01,0,2001,Jordan
0.6535948,0.05,0.05,0.78431374,0,0,0,0,0,0.01,0,2002,Jordan
0.5319149,0.04,0.04,0.6648936,0,0,0,0,0,0.01,0,2003,Jordan
0.5931198,0.05,0.05,0.7117438,0,0,0,0,0,0.01,0,2004,Jordan
0.66079295,0.06,0.06,0.7709251,0,0,0,0,0,0.01,0,2005,Jordan
0.4784689,0.05,0.05,0.6698565,0,0,0,0,0,0.02,0,2006,Jordan
0.49059692,0.06,0.06,0.7358954,0,0,0,0,0,0.03,0,2007,Jordan
0.4611837,0.06,0.06,0.69177556,0,0,0,0,0,0.03,0,2008,Jordan
0.4474273,0.06,0.06,0.5965697,0,0,0,0,0,0.02,0,2009,Jordan
0.43196544,0.06,0.06,0.5759539,0,0,0,0,0,0.02,0,2010,Jordan
0.3631082,0.05,0.05,0.50835145,0,0,0,0,0,0.02,0,2011,Jordan
0.38461536,0.06,0.06,0.5128205,0,0,0,0,0,0.02,0,2012,Jordan
0.30826142,0.05,0.05,0.431566,0,0,0,0,0,0.02,0,2013,Jordan
0.3492433,0.06,0.06,0.46565774,0,0,0,0,0,0.02,0,2014,Jordan
0.27901787,0.05,0.05,1.6183035,0.27901787,0.05,0.66964287,0.05,0.12,0.07,0.12,2015,Jordan
0.21574973,0.04,0.04,5.016181,2.3193095,0.43,2.1035597,0.43,0.39,0.07,0.39,2016,Jordan
0.20429009,0.04,0.04,7.5587335,4.6475997,0.91,2.2982635,0.91,0.45,0.08,0.45,2017,Jordan
0.10384216,0.02,0.02,11.52648,7.4247146,1.43,3.6863966,1.43,0.71,0.06,0.71,2018,Jordan
0.10293361,0.02,0.02,15.542974,10.602161,2.06,4.5290785,2.06,0.88,0.06,0.88,2019,Jordan
0.09980039,0.02,0.02,21.556887,14.321357,2.87,6.886227,2.87,1.38,0.05,1.38,2020,Jordan
0.09140768,0.02,0.02,23.537477,15.996345,3.5,7.1755033,3.5,1.57,0.06,1.57,2021,Jordan
0,0,0,0,0,0,0,0,0,0,0,2000,Kuwait
0,0,0,0,0,0,0,0,0,0,0,2001,Kuwait
0,0,0,0,0,0,0,0,0,0,0,2002,Kuwait
0,0,0,0,0,0,0,0,0,0,0,2003,Kuwait
0,0,0,0,0,0,0,0,0,0,0,2004,Kuwait
0,0,0,0,0,0,0,0,0,0,0,2005,Kuwait
0,0,0,0,0,0,0,0,0,0,0,2006,Kuwait
0,0,0,0,0,0,0,0,0,0,0,2007,Kuwait
0,0,0,0,0,0,0,0,0,0,0,2008,Kuwait
0,0,0,0,0,0,0,0,0,0,0,2009,Kuwait
0,0,0,0,0,0,0,0,0,0,0,2010,Kuwait
0,0,0,0,0,0,0,0,0,0,0,2011,Kuwait
0,0,0,0,0,0,0,0,0,0,0,2012,Kuwait
0,0,0,0.017442875,0,0,0.017442875,0,0.01,0,0.01,2013,Kuwait
0,0,0,0.016329195,0,0,0.016329195,0,0.01,0,0.01,2014,Kuwait
0,0,0,0.01557875,0,0,0.01557875,0,0.01,0,0.01,2015,Kuwait
0,0,0,0.030372059,0.0151860295,0.01,0.0151860295,0.01,0.01,0,0.01,2016,Kuwait
0,0,0,0.058479533,0.014619883,0.01,0.04385965,0.01,0.03,0,0.03,2017,Kuwait
0,0,0,0.08615738,0.028719127,0.02,0.057438254,0.02,0.04,0,0.04,2018,Kuwait
0,0,0,0.08509431,0.02836477,0.02,0.05672954,0.02,0.04,0,0.04,2019,Kuwait
0,0,0,0.074693754,0.0298775,0.02,0.04481625,0.02,0.03,0,0.03,2020,Kuwait
0,0,0,0.070204996,0.028081998,0.02,0.042122997,0.02,0.03,0,0.03,2021,Kuwait
4.787813,0.44,0.44,4.787813,0,0,0,0,0,0,0,2000,Lebanon
3.448276,0.33,0.33,3.448276,0,0,0,0,0,0,0,2001,Lebanon
6.0633483,0.67,0.67,6.0633483,0,0,0,0,0,0,0,2002,Lebanon
11.259383,1.35,1.35,11.259383,0,0,0,0,0,0,0,2003,Lebanon
9.414759,1.11,1.11,9.414759,0,0,0,0,0,0,0,2004,Lebanon
8.8586035,1.04,1.04,8.8586035,0,0,0,0,0,0,0,2005,Lebanon
6.30137,0.69,0.69,6.30137,0,0,0,0,0,0,0,2006,Lebanon
5.0966606,0.58,0.58,5.0966606,0,0,0,0,0,0,0,2007,Lebanon
2.9435165,0.37,0.37,2.9435165,0,0,0,0,0,0,0,2008,Lebanon
4.7765794,0.62,0.62,4.7765794,0,0,0,0,0,0,0,2009,Lebanon
5.6043215,0.83,0.83,5.6043215,0,0,0,0,0,0,0,2010,Lebanon
5.2049446,0.8,0.8,5.2049446,0,0,0,0,0,0,0,2011,Lebanon
6.430868,1,1,6.495177,0,0,0,0,0,0.01,0,2012,Lebanon
7.0945945,1.26,1.26,7.150901,0,0,0,0,0,0.01,0,2013,Lebanon
1.1229315,0.19,0.19,1.3002363,0.059101656,0.01,0.059101656,0.01,0.01,0.01,0.01,2014,Lebanon
2.6750143,0.47,0.47,2.9026752,0.113830395,0.02,0.056915198,0.02,0.01,0.01,0.01,2015,Lebanon
2.0787745,0.38,0.38,2.5164113,0.21881837,0.04,0.05470459,0.04,0.01,0.03,0.01,2016,Lebanon
2.045908,0.41,0.41,2.5948102,0.2994012,0.06,0.049900196,0.06,0.01,0.04,0.01,2017,Lebanon
1.6966068,0.34,0.34,2.3453093,0.44910178,0.09,0.049900196,0.09,0.01,0.03,0.01,2018,Lebanon
4.7642436,0.97,0.97,5.5009823,0.54027504,0.11,0.04911591,0.11,0.01,0.03,0.01,2019,Lebanon
5.3873777,1.05,1.05,6.208312,0.61570036,0.12,0.051308364,0.12,0.01,0.03,0.01,2020,Lebanon
4.713314,0.97,0.97,5.490768,0.58309036,0.12,0.048590865,0.12,0.01,0.03,0.01,2021,Lebanon
0,0,0,0,0,0,0,0,0,0,0,2000,Oman
0,0,0,0,0,0,0,0,0,0,0,2001,Oman
0,0,0,0,0,0,0,0,0,0,0,2002,Oman
0,0,0,0,0,0,0,0,0,0,0,2003,Oman
0,0,0,0,0,0,0,0,0,0,0,2004,Oman
0,0,0,0,0,0,0,0,0,0,0,2005,Oman
0,0,0,0,0,0,0,0,0,0,0,2006,Oman
0,0,0,0,0,0,0,0,0,0,0,2007,Oman
0,0,0,0,0,0,0,0,0,0,0,2008,Oman
0,0,0,0,0,0,0,0,0,0,0,2009,Oman
0,0,0,0,0,0,0,0,0,0,0,2010,Oman
0,0,0,0,0,0,0,0,0,0,0,2011,Oman
0,0,0,0,0,0,0,0,0,0,0,2012,Oman
0,0,0,0,0,0,0,0,0,0,0,2013,Oman
0,0,0,0,0,0,0,0,0,0,0,2014,Oman
0,0,0,0,0,0,0,0,0,0,0,2015,Oman
0,0,0,0,0,0,0,0,0,0,0,2016,Oman
0,0,0,0.058858152,0.058858152,0.02,0,0.02,0,0,0,2017,Oman
0,0,0,0.056385677,0.056385677,0.02,0,0.02,0,0,0,2018,Oman
0,0,0,0.055478502,0.055478502,0.02,0,0.02,0,0,0,2019,Oman
0,0,0,0.37856728,0.37856728,0.13,0,0.13,0,0,0,2020,Oman
0,0,0,0.43763673,0.43763673,0.16,0,0.16,0,0,0,2021,Oman
0,0,0,0.43138313,0.43138313,0.16,0,0.16,0,0,0,2022,Oman
0,0,0,0,0,0,0,0,0,0,0,2001,Palestine
0,0,0,0,0,0,0,0,0,0,0,2002,Palestine
0,0,0,0,0,0,0,0,0,0,0,2003,Palestine
0,0,0,0,0,0,0,0,0,0,0,2004,Palestine
0,0,0,0,0,0,0,0,0,0,0,2005,Palestine
0,0,0,0,0,0,0,0,0,0,0,2006,Palestine
0,0,0,0,0,0,0,0,0,0,0,2007,Palestine
0,0,0,0,0,0,0,0,0,0,0,2008,Palestine
0,0,0,0,0,0,0,0,0,0,0,2009,Palestine
0,0,0,0,0,0,0,0,0,0,0,2010,Palestine
0,0,0,0,0,0,0,0,0,0,0,2011,Palestine
0,0,0,0,0,0,0,0,0,0,0,2012,Palestine
0,0,0,0,0,0,0,0,0,0,0,2013,Palestine
0,0,0,0,0,0,0,0,0,0,0,2014,Palestine
0,0,0,2.0833335,2.0833335,0.01,0,0.01,0,0,0,2015,Palestine
0,0,0,7.8431373,7.8431373,0.04,0,0.04,0,0,0,2016,Palestine
0,0,0,9.615385,9.615385,0.05,0,0.05,0,0,0,2017,Palestine
0,0,0,15,15,0.06,0,0.06,0,0,0,2018,Palestine
0,0,0,15.584416,15.584416,0.12,0,0.12,0,0,0,2019,Palestine
0,0,0,22.5,22.5,0.18,0,0.18,0,0,0,2020,Palestine
0,0,0,23.255814,23.255814,0.2,0,0.2,0,0,0,2021,Palestine
0,0,0,0,0,0,0,0,0,0,0,2000,Qatar
0,0,0,0,0,0,0,0,0,0,0,2001,Qatar
0,0,0,0,0,0,0,0,0,0,0,2002,Qatar
0,0,0,0,0,0,0,0,0,0,0,2003,Qatar
0,0,0,0,0,0,0,0,0,0,0,2004,Qatar
0,0,0,0,0,0,0,0,0,0,0,2005,Qatar
0,0,0,0,0,0,0,0,0,0,0,2006,Qatar
0,0,0,0,0,0,0,0,0,0,0,2007,Qatar
0,0,0,0,0,0,0,0,0,0,0,2008,Qatar
0,0,0,0,0,0,0,0,0,0,0,2009,Qatar
0,0,0,0,0,0,0,0,0,0,0,2010,Qatar
0,0,0,0.03462604,0,0,0,0,0,0.01,0,2011,Qatar
0,0,0,0.030571692,0,0,0,0,0,0.01,0,2012,Qatar
0,0,0,0.030618494,0,0,0,0,0,0.01,0,2013,Qatar
0,0,0,0.05482456,0.02741228,0.01,0,0.01,0,0.01,0,2014,Qatar
0,0,0,0.07664793,0.025549311,0.01,0,0.01,0,0.02,0,2015,Qatar
0,0,0,0.07516913,0.025056377,0.01,0,0.01,0,0.02,0,2016,Qatar
0,0,0,0.06981615,0.023272049,0.01,0,0.01,0,0.02,0,2017,Qatar
0,0,0,0.044267375,0.022133688,0.01,0,0.01,0,0.01,0,2018,Qatar
0,0,0,0.06381621,0.02127207,0.01,0,0.01,0,0.02,0,2019,Qatar
0,0,0,0.04479283,0.022396415,0.01,0,0.01,0,0.01,0,2020,Qatar
0,0,0,0.0631446,0.021048201,0.01,0,0.01,0,0.02,0,2021,Qatar
0,0,0,0.06535947,0.021786492,0.01,0,0.01,0,0.02,0,2022,Qatar
13.389122,3.2,3.2,13.472803,0,0,0,0,0,0.02,0,2000,Syria
13.349132,3.38,3.38,13.428121,0,0,0,0,0,0.02,0,2001,Syria
9.173273,2.43,2.43,9.286523,0,0,0,0,0,0.03,0,2002,Syria
9.770938,2.73,2.73,9.87831,0,0,0,0,0,0.03,0,2003,Syria
13.585526,4.13,4.13,13.684211,0,0,0,0,0,0.03,0,2004,Syria
12.9344225,4.28,4.28,13.025083,0,0,0,0,0,0.03,0,2005,Syria
11.082767,3.91,3.91,11.167801,0,0,0,0,0,0.03,0,2006,Syria
9.419496,3.44,3.44,9.501643,0,0,0,0,0,0.03,0,2007,Syria
7.3309236,2.84,2.84,7.4083633,0,0,0,0,0,0.03,0,2008,Syria
4.530982,1.85,1.85,4.6044574,0,0,0,0,0,0.03,0,2009,Syria
5.86892,2.57,2.57,5.9374285,0,0,0,0,0,0.03,0,2010,Syria
8.217446,3.25,3.25,8.2933,0,0,0,0,0,0.03,0,2011,Syria
9.650181,3.2,3.2,9.710495,0,0,0,0,0,0.02,0,2012,Syria
12.478992,2.97,2.97,12.5210085,0,0,0,0,0,0.01,0,2013,Syria
11.542289,2.32,2.32,11.592039,0,0,0,0,0,0.01,0,2014,Syria
2.417453,0.41,0.41,2.4764152,0,0,0,0,0,0.01,0,2015,Syria
5.355064,0.92,0.92,5.413271,0,0,0,0,0,0.01,0,2016,Syria
4.315305,0.75,0.75,4.372843,0,0,0,0,0,0.01,0,2017,Syria
4.3757296,0.75,0.75,4.4340725,0,0,0,0,0,0.01,0,2018,Syria
4.518072,0.75,0.75,4.5783134,0,0,0,0,0,0.01,0,2019,Syria
4.746835,0.75,0.75,4.8101263,0,0,0,0,0,0.01,0,2020,Syria
4.4749403,0.75,0.75,4.534606,0,0,0,0,0,0.01,0,2021,Syria
24.837126,30.88,30.88,25.062334,0,0,0.024129333,0,0.03,0.25,0.03,2000,Turkey
19.649725,24.01,24.01,19.919796,0,0,0.049103852,0,0.06,0.27,0.06,2001,Turkey
26.226444,33.68,33.68,26.444479,0,0,0.038934745,0,0.05,0.22999999,0.05,2002,Turkey
25.322535,35.33,35.33,25.487387,0,0,0.043004587,0,0.06,0.17,0.06,2003,Turkey
30.77334,46.08,46.08,30.926939,0,0,0.040069453,0,0.06,0.17,0.06,2004,Turkey
24.487776,39.56,39.56,24.599195,0,0,0.0371402,0,0.06,0.120000005,0.06,2005,Turkey
25.112108,44.24,44.24,25.271046,0,0,0.07379236,0,0.13,0.15,0.13,2006,Turkey
18.729427,35.85,35.85,19.048117,0,0,0.18807794,0,0.36,0.25,0.36,2007,Turkey
16.776764,33.27,33.27,17.356663,0,0,0.42862186,0,0.85,0.3,0.85,2008,Turkey
18.466595,35.96,35.96,19.59123,0,0,0.77029735,0,1.5,0.69,1.5,2009,Turkey
24.542784,51.8,51.8,26.400076,0,0,1.3834928,0,2.92,1,2.92,2010,Turkey
22.827984,52.34,52.34,25.335835,0,0,2.058618,0,4.72,1.03,4.72,2011,Turkey
24.170774,57.86,57.86,27.241205,0,0,2.4479907,0,5.86,1.49,5.86,2012,Turkey
24.771751,59.42,59.42,28.857298,0,0,3.1517072,0,7.56,2.24,7.56,2013,Turkey
16.15134,40.64,40.64,20.912487,0.007948494,0.02,3.3860586,0.02,8.52,3.44,8.52,2014,Turkey
25.699413,67.15,67.15,32.014236,0.07271614,0.19,4.4586473,0.19,11.65,4.66,11.65,2015,Turkey
24.56429,67.23,67.23,32.97161,0.37999195,1.04,5.670649,1.04,15.52,6.4500003,15.52,2016,Turkey
19.640388,58.22,58.22,29.43022,0.9749351,2.89,6.038525,2.89,17.9,8.23,17.9,2017,Turkey
19.72619,59.94,59.94,32.176003,2.5669718,7.8,6.565524,7.8,19.95,10.08,19.95,2018,Turkey
29.33386,88.82,88.82,43.680435,3.0549226,9.25,7.176591,9.25,21.73,12.46,21.73,2019,Turkey
25.568068,78.09,78.09,42.02082,3.5852268,10.95,8.129788,10.95,24.83,14.469999,24.83,2020,Turkey
16.77514,55.93,55.93,35.55682,4.1810384,13.94,9.4298315,13.94,31.44,17.24,31.44,2021,Turkey
20.574074,67.09,67.09,41.973076,4.857555,15.84,10.776166,15.84,35.14,18.8,35.14,2022,Turkey
0,0,0,0,0,0,0,0,0,0,0,2000,United Arab Emirates
0,0,0,0,0,0,0,0,0,0,0,2001,United Arab Emirates
0,0,0,0,0,0,0,0,0,0,0,2002,United Arab Emirates
0,0,0,0,0,0,0,0,0,0,0,2003,United Arab Emirates
0,0,0,0,0,0,0,0,0,0,0,2004,United Arab Emirates
0,0,0,0,0,0,0,0,0,0,0,2005,United Arab Emirates
0,0,0,0,0,0,0,0,0,0,0,2006,United Arab Emirates
0,0,0,0,0,0,0,0,0,0,0,2007,United Arab Emirates
0,0,0,0,0,0,0,0,0,0,0,2008,United Arab Emirates
0,0,0,0.012061271,0.012061271,0.01,0,0.01,0,0,0,2009,United Arab Emirates
0,0,0,0.022642363,0.022642363,0.02,0,0.02,0,0,0,2010,United Arab Emirates
0,0,0,0.032181934,0.032181934,0.03,0,0.03,0,0,0,2011,United Arab Emirates
0,0,0,0.020030046,0.020030046,0.02,0,0.02,0,0,0,2012,United Arab Emirates
0,0,0,0.077361956,0.077361956,0.08,0,0.08,0,0,0,2013,United Arab Emirates
0,0,0,0.28292415,0.2737976,0.3,0,0.3,0,0.01,0,2014,United Arab Emirates
0,0,0,0.25885102,0.250501,0.3,0,0.3,0,0.01,0,2015,United Arab Emirates
0,0,0,0.26261798,0.25441116,0.31,0,0.31,0,0.01,0,2016,United Arab Emirates
0,0,0,0.592698,0.5847953,0.74,0,0.74,0,0.01,0,2017,United Arab Emirates
0,0,0,1.0318142,1.0239975,1.31,0,1.31,0,0.01,0,2018,United Arab Emirates
0,0,0,2.930968,2.923255,3.79,0,3.79,0,0.01,0,2019,United Arab Emirates
0,0,0,4.346108,4.3382063,5.49,0,5.49,0,0.01,0,2020,United Arab Emirates
0,0,0,4.93991,4.932537,6.69,0,6.69,0,0.01,0,2021,United Arab Emirates
0,0,0,0,0,0,0,0,0,0,0,2000,Yemen
0,0,0,0,0,0,0,0,0,0,0,2001,Yemen
0,0,0,0,0,0,0,0,0,0,0,2002,Yemen
0,0,0,0,0,0,0,0,0,0,0,2003,Yemen
0,0,0,0,0,0,0,0,0,0,0,2004,Yemen
0,0,0,0,0,0,0,0,0,0,0,2005,Yemen
0,0,0,0,0,0,0,0,0,0,0,2006,Yemen
0,0,0,0,0,0,0,0,0,0,0,2007,Yemen
0,0,0,0,0,0,0,0,0,0,0,2008,Yemen
0,0,0,0,0,0,0,0,0,0,0,2009,Yemen
0,0,0,0,0,0,0,0,0,0,0,2010,Yemen
0,0,0,0,0,0,0,0,0,0,0,2011,Yemen
0,0,0,0,0,0,0,0,0,0,0,2012,Yemen
0,0,0,0,0,0,0,0,0,0,0,2013,Yemen
0,0,0,0.1388889,0.1388889,0.01,0,0.01,0,0,0,2014,Yemen
0,0,0,2.023609,2.023609,0.12,0,0.12,0,0,0,2015,Yemen
0,0,0,3.539823,3.539823,0.16,0,0.16,0,0,0,2016,Yemen
0,0,0,4.973822,4.973822,0.19,0,0.19,0,0,0,2017,Yemen
0,0,0,14.545455,14.545455,0.48,0,0.48,0,0,0,2018,Yemen
0,0,0,14.076246,14.076246,0.48,0,0.48,0,0,0,2019,Yemen
0,0,0,15.170279,15.170279,0.49,0,0.49,0,0,0,2020,Yemen
0,0,0,16.997168,16.997168,0.6,0,0.6,0,0,0,2021,Yemen